anime_id,Name,Score,Genres,Japanese name,Type,Episodes,Aired,Producers,Studios,Source,Duration,Rating,Ranked,Popularity,Favorites
38490,Xixing Ji,6.72,"Action, Adventure, Historical, Martial Arts, Fantasy",西行纪,ONA,16,"Jul 18, 2018 to Oct 10, 2018","Tencent Penguin Pictures, iQIYI",BYMENT,Manga,15 min. per ep.,PG-13 - Teens 13 or older,4829,10990,8
38491,Xing Chen Bian,7.58,"Action, Adventure, Historical, Romance, Martial Arts, Fantasy",星辰变,ONA,12,"Oct 5, 2018 to Dec 14, 2018","Tencent Penguin Pictures, China Literature Limited",Shanghai Foch Film Culture Investment,Novel,24 min. per ep.,PG-13 - Teens 13 or older,1351,7040,40
38493,Sofy Soft Tampon: Drive Ryokou-hen,Unknown,Slice of Life,ソフィソフトタンポン　ドライブ旅行篇,Special,1,29-Jul-18,Unknown,Liberty Animation Studio,Original,15 sec.,G - All Ages,12092,15058,0
38495,"Supa Dupa Fly feat. Shounan no Kaze, Moomin, Kenty Gross, Bes, Apollo, Natural Weapon, Doraku",Unknown,Music,"SUPA DUPA FLY feat. 湘南乃風, MOOMIN, KENTY GROSS, BES, APOLLO, NATURAL WEAPON, 導楽",Music,1,9-Oct-18,Toy's Factory,Unknown,Original,3 min.,G - All Ages,12281,16396,0
38496,Matsuda-ke Curry Battle,Unknown,Music,松田家カレーバトル,Special,1,"Oct, 2018",Unknown,Unknown,Original,2 min.,G - All Ages,15455,15424,0
38497,"Watashi no Na wa Outafukuko: Chiisana Shiawase wo, Chikyuu no Shiawase ni.",Unknown,Historical,わたしの名はオオタフクコ～小さな幸せを、地球の幸せに。～,ONA,3,"Oct 10, 2018 to Dec 10, 2018",Unknown,Unknown,Original,1 min. per ep.,G - All Ages,12822,14907,0
38498,Banana ga Suki,4.97,"Music, Space, Dementia",バナナが好き,Music,1,10-Oct-18,Unknown,Saigo no Shudan,Original,32 sec.,G - All Ages,10629,13740,1
38500,New Yoku feat. Chan-Mika,Unknown,Music,NEW YOKU feat CHAN-MIKA,Music,1,21-May-18,Unknown,Saigo no Shudan,Original,4 min.,G - All Ages,11136,15863,0
38501,Catalyst,Unknown,"Music, Dementia",catalyst,Music,1,6-Jan-16,Unknown,Saigo no Shudan,Original,4 min.,R+ - Mild Nudity,13560,15723,0
38502,Mizu no Naka no Suisougaku,Unknown,"Music, Dementia",水の中の吹奏楽,Music,2,2-Nov-16,Space Shower Music,Saigo no Shudan,Original,2 min. per ep.,G - All Ages,15606,16492,0
38503,Relaxin',Unknown,Music,RELAXIN',Music,1,2-Oct-13,Felicity,Saigo no Shudan,Original,5 min.,G - All Ages,11665,16674,0
38504,Ongaku wa Tomatta,Unknown,"Music, Dementia",音楽は止まった,Music,1,6-Jan-13,Unknown,Saigo no Shudan,Original,4 min.,G - All Ages,11359,16514,0
38505,Kunchi,Unknown,Dementia,KUNCHI,ONA,1,9-Oct-12,Unknown,Saigo no Shudan,Original,1 min.,G - All Ages,15214,15787,0
38506,Tokyo Art Month,Unknown,Dementia,TOKYO ART MONTH,ONA,1,"Oct, 2011",Unknown,Saigo no Shudan,Original,47 sec.,G - All Ages,12546,15929,0
38507,Houkago no Thesaurus,Unknown,"Music, Dementia",放課後のシソーラス,Music,1,15-Nov-11,Unknown,Saigo no Shudan,Original,4 min.,G - All Ages,14518,16286,0
38508,Kanabun no Koushin,Unknown,"Music, Dementia",カナブンの行進,ONA,1,4-May-11,Unknown,Saigo no Shudan,Original,4 min.,R+ - Mild Nudity,14869,15824,0
38509,Kensaku Shounen,Unknown,Music,検索少年,Music,1,"Aug, 2010",Unknown,Saigo no Shudan,Original,4 min.,G - All Ages,14933,16747,0
38510,Adobe Student and Teacher Edition,5.21,Dementia,ADOBE STUDENT AND TEACHER EDITION,Special,1,"Dec, 2009",Unknown,Saigo no Shudan,Original,31 sec.,G - All Ages,10295,14413,3
38511,Oniwa no Soto,Unknown,Dementia,お庭の外,ONA,2,"Jun 23, 2014 to Aug 14, 2014",Unknown,Saigo no Shudan,Original,46 sec. per ep.,G - All Ages,11348,15909,0
38513,Rape Gouhouka!!!,5.96,Hentai,レイプ合法化っ!!!,ONA,2,"Sep 14, 2018 to Sep 21, 2018",Unknown,SELFISH,Other,16 min. per ep.,Rx - Hentai,Unknown,7227,11
38520,Inko Colors the Animation,6.28,Adventure,インコカラーズ The animation,ONA,1,16-Mar-17,Unknown,Unknown,Original,7 min.,G - All Ages,6988,11457,5
38521,Tengu Desu,5.52,"Demons, Music",てんぐです,Music,1,11-Oct-18,Unknown,Unknown,Original,4 min.,G - All Ages,9636,12030,0
38524,Shingeki no Kyojin Season 3 Part 2,9.1,"Action, Drama, Fantasy, Military, Mystery, Shounen, Super Power",進撃の巨人 Season3 Part.2,TV,10,"Apr 29, 2019 to Jul 1, 2019","Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Techno Sound, Pony Canyon Enterprise",Wit Studio,Manga,23 min. per ep.,R - 17+ (violence & profanity),4,63,40985
38525,Chuldong! Super Wings,Unknown,"Adventure, Cars, Kids",출동! 슈퍼윙스,TV,52,"Sep 1, 2013 to Feb 25, 2016",Unknown,Unknown,Original,12 min. per ep.,G - All Ages,13684,15443,1
38526,Chuldong! Super Wings 2,Unknown,"Adventure, Cars, Kids",출동! 슈퍼윙스2,TV,52,"Apr 1, 2017 to Dec 30, 2017",Unknown,Unknown,Original,12 min. per ep.,G - All Ages,13664,15851,0
38527,Gaikotsu Shotenin Honda-san OVA,6.8,"Slice of Life, Comedy",ガイコツ書店員本田さん OVA,OVA,1,27-Feb-19,Unknown,DLE,Web manga,2 min.,PG-13 - Teens 13 or older,4428,5606,6
38528,Quanzhi Fashi III,7.43,"Action, Magic, Fantasy, School",全职法师Ⅲ,ONA,12,"Oct 12, 2018 to Dec 22, 2018",China Literature Limited,Shanghai Foch Film Culture Investment,Novel,19 min. per ep.,PG-13 - Teens 13 or older,1791,2929,91
38529,Rifle Is Beautiful,6.19,"Slice of Life, Comedy, School",ライフル・イズ・ビューティフル,TV,12,"Oct 13, 2019 to Jan 18, 2020","Hakuhodo DY Music & Pictures, Bandai Namco Arts",Studio 3Hz,4-koma manga,23 min. per ep.,PG-13 - Teens 13 or older,7412,3182,36
38530,Doraemon Movie 39: Nobita no Getsumen Tansaki,7.01,"Adventure, Fantasy, Kids, Sci-Fi, Space",映画 ドラえもん のび太の月面探査記,Movie,1,1-Mar-19,"TV Asahi, Shogakukan-Shueisha Productions, Asatsu DK, Toho, Fujiko F. Fujio Pro, Shogakukan",Shin-Ei Animation,Manga,1 hr. 51 min.,PG - Children,3615,9225,7
38533,Huyao Xiao Hongniang: Zhu Ye,7.48,"Comedy, Historical, Supernatural, Drama, Romance",狐妖小红娘 竹业,ONA,12,"Mar 1, 2019 to May 10, 2019","Tencent Animation & Comics, Tencent Penguin Pictures","Haoliners Animation League, Garden Culture",Manga,19 min. per ep.,PG-13 - Teens 13 or older,1647,7412,18
38534,Huoli Shaonian Wang 3,Unknown,"Game, Kids",火力少年王3,TV,40,2010,Alpha Group Co. Ltd.,Unknown,Original,24 min. per ep.,G - All Ages,14538,15089,0
38535,Huoli Shaonian Wang 3: Xuji,Unknown,"Game, Kids",火力少年王3续集,TV,26,2012,Alpha Group Co. Ltd.,Unknown,Original,23 min. per ep.,G - All Ages,14539,15553,0
38536,Hitori no Shita: The Outcast 3rd Season,6.82,"Action, Mystery, Super Power, Psychological, Supernatural, Drama, Martial Arts",一人之下3 入世篇,ONA,8,"Apr 24, 2020 to May 8, 2020",Unknown,BigFireBird Animation,Manga,23 min. per ep.,R - 17+ (violence & profanity),4346,3725,80
38537,Huoli Shaonian Wang zhi You Quan Yingxiong,Unknown,"Game, Kids, Magic, Super Power",火力少年王之悠拳英雄,TV,42,"Aug 18, 2017 to 2017",Alpha Group Co. Ltd.,Unknown,Original,22 min. per ep.,G - All Ages,14526,16521,0
38538,Huoli Shaonian Wang zhi Chuanqi Zaixian: Xuji,Unknown,"Adventure, Fantasy, Game, Kids, Magic",火力少年王之传奇再现续集,TV,26,"Mar 20, 2015 to 2015",Alpha Group Co. Ltd.,Unknown,Original,24 min. per ep.,G - All Ages,14538,16562,0
38539,Sora ni Rakugaki,Unknown,"Fantasy, Magic, Music",空ニラクガキ,Music,1,22-Jul-18,Unknown,Unknown,Original,4 min.,G - All Ages,12128,14355,1
38540,Tantei Opera Milky Holmes: Psycho no Aisatsu,6.78,"Mystery, Comedy, Super Power",探偵オペラ ミルキィホームズ サイコの挨拶,Special,1,31-Dec-18,Unknown,J.C.Staff,Original,24 min.,PG-13 - Teens 13 or older,4550,10089,0
38544,Egao no Daika,6.06,"Military, Slice of Life, Drama, Fantasy, Mecha",エガオノダイカ,TV,12,"Jan 4, 2019 to Mar 22, 2019","VAP, WOWOW, MediaNet, YTV, Asmik Ace, Nippon Television Network, Tokyo MX, Dynamo Pictures, Rakuten, Happinet",Tatsunoko Production,Original,23 min. per ep.,PG-13 - Teens 13 or older,7969,2940,40
38545,Han Solo/Star Wars Story,5.1,Sci-Fi,ハン・ソロ／スター・ウォーズ・ストーリー,ONA,2,17-Oct-18,Walt Disney Japan,Unknown,Other,1 min. per ep.,G - All Ages,10473,12717,0
38549,TV Yarou Nanaana,6.2,"Adventure, Comedy",テレビ野郎 ナナーナ,TV,24,"Apr 6, 2018 to Sep 14, 2018",Unknown,Studio Crocodile,Original,3 min. per ep.,PG-13 - Teens 13 or older,7376,10048,12
38551,Beat in Love (2018),5.67,Music,BEAT IN LOVE,Music,1,16-Oct-18,Unknown,Unknown,Game,1 min.,G - All Ages,9230,13578,0
38552,Sawai Seiyaki Kabushikigaisha CMs,Unknown,"Music, Kids",沢井製薬株式会社 CMs,ONA,2,"Apr 10, 2018 to Oct 17, 2018",Unknown,Unknown,Original,1 min. per ep.,G - All Ages,11818,16844,0
38554,Aoku Tsuzuku Pass,5.72,Sports,青くつづくパス,ONA,1,12-Oct-18,Unknown,Unknown,Original,1 min.,G - All Ages,9089,13642,0
38555,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,7.49,"Comedy, Drama, Romance, Fantasy, School",乙女ゲームの破滅フラグしかない悪役令嬢に転生してしまった…,TV,12,"Apr 5, 2020 to Jun 21, 2020","Mainichi Broadcasting System, Asmik Ace, King Records, Ichijinsha, Nichion",SILVER LINK.,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,1588,617,1787
38556,Wo Shi Jiang Xiaobai 2nd Season,6.63,"Drama, Music, Romance, Slice of Life",我是江小白 第二季,ONA,12,"Nov 9, 2018 to Jan 25, 2019",Unknown,2:10 AM Animation,Original,25 min. per ep.,PG-13 - Teens 13 or older,5240,9597,4
38557,Zhan Shou Zhi Ren,Unknown,"Action, Adventure, Demons, Supernatural, Magic, Fantasy",斩兽之刃,ONA,18,"Nov 24, 2018 to ?",Unknown,Unknown,Original,20 min. per ep.,PG-13 - Teens 13 or older,13126,13148,1
38558,Laidbackers,6.14,"Comedy, Magic, Fantasy",レイドバッカーズ,Movie,1,5-Apr-19,flying DOG,Studio Gokumi,Original,58 min.,Unknown,7614,7169,3
38560,Sylvanian Families: Mini Story 2nd Season,Unknown,"Slice of Life, Kids",シルバニアファミリー ミニストーリー 第2期,TV,12,"Oct 3, 2018 to Dec 19, 2018",Unknown,Unknown,Other,3 min. per ep.,G - All Ages,12311,16293,0
38561,Pan to Boku no Momo-chan,Unknown,"Slice of Life, Comedy, Drama, Romance, Shoujo",パンと僕のモモちゃん,ONA,20,"Oct 31, 2018 to 2019",Anime Beans,Unknown,Web manga,2 min. per ep.,PG-13 - Teens 13 or older,11454,11731,2
38562,The iDOLM@STER SideM: Wake Atte Mini! OVA,Unknown,"Comedy, Slice of Life",アイドルマスター SideM 理由あってMini! OVA,OVA,1,22-Mar-19,Unknown,Zero-G,Manga,Unknown,PG-13 - Teens 13 or older,12470,10897,0
38568,Susume! Dokan-kun,Unknown,"Comedy, Mecha",進め!土管くん,TV,13,"Jul 7, 2007 to Sep 29, 2007",Unknown,DLE,Original,6 min. per ep.,G - All Ages,12302,16867,0
38569,Tatakae! Dokan-kun: Gekitou-kun,Unknown,"Comedy, Mecha",たたかえ!土管くん 激闘編,TV,13,"Jan 5, 2008 to Mar 29, 2008",Unknown,DLE,Original,4 min. per ep.,G - All Ages,12407,16845,0
38570,Tatakae! Dokan-kun: Robolympic-hen,Unknown,"Comedy, Mecha",たたかえ!土管くん ロボリンピック編,TV,13,"Apr 5, 2008 to Sep 27, 2008",Unknown,DLE,Original,5 min. per ep.,G - All Ages,12408,16890,0
38571,Tobidase! Dokan-kun,Unknown,"Comedy, Mecha",とびだせ！土管くん,TV,15,"Oct 26, 2011 to Mar 14, 2011",Unknown,DLE,Original,3 min. per ep.,G - All Ages,12497,16764,0
38572,Assassins Pride,5.94,Fantasy,アサシンズプライド,TV,12,"Oct 10, 2019 to Dec 26, 2019","Sotsu, AT-X, KlockWorx, Nippon Television Network, Tokyo MX, Avex Pictures, GYAO!, Kadokawa, KLab, entama",EMT Squared,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,8391,680,669
38573,Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki Desu ka?,5.54,"Adventure, Comedy, Fantasy",通常攻撃が全体攻撃で二回攻撃のお母さんは好きですか？,TV,12,"Jul 13, 2019 to Sep 28, 2019","Toranoana, Q-Tec, Contents Seed",J.C.Staff,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,9563,834,376
38577,Mystery of Kumamon,Unknown,Mystery,MYSTERY OF KUMAMON,Movie,1,Unknown,Unknown,Tonko House,Original,Unknown,G - All Ages,Unknown,11676,0
38578,Star☆Twinkle Precure,7.25,"Action, Magic, Fantasy, Shoujo",スター☆トゥインクルプリキュア,TV,49,"Feb 3, 2019 to Jan 26, 2020","TV Asahi, Echoes",Toei Animation,Original,24 min. per ep.,G - All Ages,2559,5651,91
38579,Monkey Peak,Unknown,"Horror, Seinen",モンキーピーク,ONA,20,"Oct 26, 2018 to Apr 1, 2019",Anime Beans,Tomovies,Manga,Unknown,Unknown,15644,13136,0
38585,Mahoutsukai ni Narenakatta Onnanoko no Hanashi.,Unknown,"Drama, Fantasy, Magic, School, Slice of Life",魔法使いになれなかった女の子の話.,TV,Unknown,2021 to ?,Unknown,J.C.Staff,Novel,Unknown,Unknown,Unknown,7489,5
38587,BUCK-TICK x HAL,Unknown,Music,BUCK-TICK×HAL,Music,4,25-Oct-18,Victor Entertainment,Speed Inc.,Original,3 min. per ep.,R+ - Mild Nudity,13512,14779,0
38594,"Kimi to, Nami ni Noretara",7.52,"Drama, Romance, Supernatural",きみと、波にのれたら,Movie,1,21-Jun-19,Lawson Entertainment,Science SARU,Original,1 hr. 35 min.,PG-13 - Teens 13 or older,1531,1760,385
38600,Koukaku Kidoutai: Ghost Chaser,6.21,"Action, Sci-Fi, Police, Seinen",攻殻機動隊GHOST CHASER,Movie,1,2-Nov-18,Unknown,Production I.G,Manga,8 min.,PG-13 - Teens 13 or older,7308,9242,3
38601,Hangyakusei Million Arthur Special,6.38,"Action, Adventure, Fantasy, Magic",叛逆性ミリオンアーサー TV未放送エピソード,Special,1,2-Oct-19,"Square Enix, Sotsu, Genco, Lantis, Magic Capsule, Fields, bilibili, Bandai Namco Arts, Happinet",J.C.Staff,Game,22 min.,PG-13 - Teens 13 or older,6506,7725,1
38603,#Compass,Unknown,Game,#コンパス,ONA,Unknown,"Aug 22, 2018 to ?",Unknown,"TMS Entertainment, Echoes",Game,4 min.,G - All Ages,13189,13691,0
38606,Zhen Hun Jie Recaps,6.46,"Action, Supernatural",镇魂街,ONA,2,"Jul 21, 2016 to Jul 28, 2016",Unknown,L²Studio,Manga,1 hr. 9 min. per ep.,PG-13 - Teens 13 or older,6125,11287,3
38609,Malta no Kamishibai,Unknown,Kids,マルタのかみしばい,ONA,Unknown,"Aug 1, 2018 to ?",Unknown,Unknown,Original,6 min.,G - All Ages,15415,17030,0
38610,Tejina-senpai,6.47,"Comedy, Ecchi, School, Seinen",手品先輩,TV,12,"Jul 2, 2019 to Sep 17, 2019","Nihon Ad Systems, Kodansha, KlockWorx, flying DOG, Avex Pictures, Q-Tec, Docomo Anime Store, GYAO!, BS NTV, Marui Group",LIDENFILMS,Manga,13 min. per ep.,PG-13 - Teens 13 or older,6040,862,362
38611,Power Battle Watch Car,Unknown,"Cars, Kids",파워배틀 와치카,TV,13,"Apr 7, 2016 to Jul 7, 2016",Unknown,Unknown,Original,26 min. per ep.,G - All Ages,11598,16166,0
38612,Power Battle Watch Car Season 2,Unknown,"Cars, Kids",파워배틀 와치카 시즌 2,TV,13,"Aug 23, 2016 to Nov 15, 2016",Unknown,Unknown,Original,26 min. per ep.,G - All Ages,11593,16569,0
38613,Power Battle Watch Car: Minicar Battle League - Bulkkoch-ui Jilju,Unknown,"Cars, Kids",파워배틀 와치카 미니카 배틀리그:불꽃의 질주,Movie,1,17-Aug-16,Unknown,Unknown,Original,1 hr. 13 min.,G - All Ages,11593,16816,0
38614,Power Battle Watch Car: Watch Gamyeon-ui Yeogseub,Unknown,"Cars, Kids",파워배틀 와치카:와치가면의 역습,Movie,1,1-Jun-17,Unknown,Unknown,Original,1 hr. 14 min.,G - All Ages,11625,16795,0
38616,Ganbare Chibi Godzilla,Unknown,Kids,がんばれ ちびゴジラ,ONA,1,23-Oct-18,Unknown,LIDENFILMS,Picture book,1 min.,G - All Ages,14056,14586,1
38618,Shimajirou to Ururu no Hero Land,Unknown,Kids,しまじろうとうるるのヒーローランド,Movie,1,15-Mar-19,Benesse Corporation,The Answer Studio,Original,Unknown,G - All Ages,11940,16253,0
38619,Joshikousei no Mudazukai,7.71,"Comedy, School",女子高生の無駄づかい,TV,12,"Jul 5, 2019 to Sep 20, 2019","AT-X, Kadokawa Media House, Kadokawa",Passione,Web manga,24 min. per ep.,PG-13 - Teens 13 or older,1008,1742,442
38620,Kanpeki Ojousama no Watakushi ga Dogeza de Mazo Ochisuru Choroin na Wakenai desu wa!,6.69,Hentai,完璧お嬢様の私が土下座でマゾ堕ちするちょろインなワケないですわ！,OVA,Unknown,"Jan 25, 2019 to ?",PoRO,Unknown,Light novel,22 min.,Rx - Hentai,Unknown,6716,21
38621,Makai Kishi Ingrid: Re - Mesu Buta Dorei ni Ochita Makai Kishi,5.9,"Hentai, Demons, Martial Arts, Fantasy",魔界騎士イングリッド:Re~メス豚奴隷に堕ちた魔界騎士~,OVA,1,23-Nov-18,Unknown,Unknown,Visual novel,15 min.,Rx - Hentai,Unknown,8730,2
38622,Aware! Meisaku-kun: Ito-Yokado no Randsell,Unknown,"Comedy, Kids, Parody, School",あはれ！名作くん 「イトーヨーカドーのランドセル」CM,ONA,1,6-Jul-18,Unknown,Unknown,Original,1 min.,G - All Ages,13372,15692,0
38623,Aware! Meisaku-kun: Q&A Corner,Unknown,"Comedy, Kids, Parody, School",あはれ！名作くん Ｑ＆Ａコーナー,ONA,Unknown,"Aug 3, 2018 to ?",Unknown,Unknown,Original,1 min.,G - All Ages,13397,16448,0
38624,Tanuki to Kitsune: Dai 5-kan Hatsubai Kinen Animation,Unknown,Comedy,「タヌキとキツネ」コミックス第5巻発売記念アニメーション,ONA,1,1-Nov-18,Unknown,Unknown,Web manga,30 sec.,G - All Ages,12396,14801,0
38626,JRA x Gudetama,Unknown,Sports,JRA×ぐでたま,ONA,Unknown,"Oct 26, 2018 to ?",Sanrio,Unknown,Original,15 sec.,G - All Ages,14727,14011,0
38627,Sawatte! Gudetama: 3-dome no Shoujiki,Unknown,"Game, Comedy, Parody",さわって！ぐでたま 〜3どめのしょうじき〜,Special,6,"Mar 26, 2018 to Jul 2, 2018",Sanrio,Unknown,Original,41 sec. per ep.,PG - Children,11844,13828,1
38628,Hero Mask,6.32,"Action, Mystery, Police, Sci-Fi",ヒーローマスク,ONA,15,3-Dec-18,"Sotsu, Netflix",Studio Pierrot,Original,24 min. per ep.,R - 17+ (violence & profanity),6766,3566,35
38629,Crayon Shin-chan Movie 27: Shinkon Ryokou Hurricane - Ushinawareta Hiroshi,6.76,"Comedy, Seinen",映画クレヨンしんちゃん 新婚旅行ハリケーン ~失われたひろし~,Movie,1,19-Apr-19,"TV Asahi, Asatsu DK",Shin-Ei Animation,Manga,Unknown,G - All Ages,4618,10206,3
38631,Kkoma Bus Tayo 5,Unknown,"Cars, Kids",꼬마버스 타요 5,TV,26,"Aug 29, 2018 to Feb 20, 2019",Unknown,Unknown,Original,11 min. per ep.,G - All Ages,15064,15990,0
38632,Honda-san x Taka no Tsume,5.26,"Comedy, Parody",本田さん×鷹の爪,ONA,1,3-Nov-18,Unknown,DLE,Other,3 min.,G - All Ages,10211,11351,0
38640,Tug-Tug,Unknown,Unknown,Tug-Tug,Movie,1,1998,Unknown,Unknown,Original,5 min.,G - All Ages,12641,16343,0
38641,Shayou,Unknown,"Music, Dementia",斜陽,Movie,1,2007,Unknown,Unknown,Original,3 min.,G - All Ages,11921,16895,0
38642,Ametsuchi,Unknown,"Dementia, Drama",天地,Movie,1,20-Feb-16,Unknown,Tomoyasu Murata Company,Original,10 min.,G - All Ages,13266,14164,0
38643,Kazoku Dekki,Unknown,Slice of Life,家族デッキ,Movie,1,2007,Unknown,Unknown,Original,21 min.,Unknown,14929,17101,0
38644,Aru Apartment no Isshitsu,Unknown,Dementia,あるアパートの一室,Movie,1,Unknown,Unknown,Unknown,Original,5 min.,G - All Ages,13337,14844,0
38646,King of Prism: Shiny Seven Stars II - Kakeru x Joji x Minato,Unknown,"Music, Sports, Shoujo",KING OF PRISM -Shiny Seven Stars- II カケルxジョージxミナト,Movie,1,23-Mar-19,Unknown,Tatsunoko Production,Original,Unknown,PG-13 - Teens 13 or older,15028,11361,2
38647,King of Prism: Shiny Seven Stars III - Leo x Yuu x Alexander,Unknown,"Music, Sports, Shoujo",KING OF PRISM -Shiny Seven Stars- III レオxユウxアレク,Movie,1,13-Apr-19,Unknown,Tatsunoko Production,Original,Unknown,PG-13 - Teens 13 or older,15033,11636,1
38648,King of Prism: Shiny Seven Stars IV - Louis x Shin x Unknown,Unknown,"Music, Sports, Shoujo",KING OF PRISM -Shiny Seven Stars- IV ルヰxシンxUnknown,Movie,1,4-May-19,Unknown,Tatsunoko Production,Original,Unknown,PG-13 - Teens 13 or older,15018,11735,0
38650,Hakyuu Houshin Engi: Kou-ke no Chi,5.78,"Adventure, Demons, Fantasy, Shounen, Supernatural",覇穹 封神演義 スペシャル・エピソード「黄家の血」,Special,1,31-Oct-18,"NBCUniversal Entertainment Japan, i0+",C-Station,Manga,25 min.,PG-13 - Teens 13 or older,8910,10322,0
38653,Dragon Ball Super: Broly - Skytree Super,7.08,"Action, Comedy, Shounen",ドラゴンボール 超 スーパー ブロリー 超天空塔,Special,1,1-Nov-18,Unknown,Unknown,Manga,4 min.,PG-13 - Teens 13 or older,3303,4779,38
38656,Darwin's Game,7.3,"Action, Sci-Fi, Mystery, Super Power, Shounen",ダーウィンズゲーム,TV,11,"Jan 4, 2020 to Mar 21, 2020","Aniplex, AT-X, Tokyo MX, Akita Shoten, BS11, Kanetsu Investment, CA-Cygames Anime Fund, Hochi Shimbun, ADK",Nexus,Manga,26 min. per ep.,R - 17+ (violence & profanity),2323,467,1627
38658,Futon no Naka kara Detakunai,6.49,"Music, Slice of Life, Comedy",布団の中から出たくない,Music,1,11-Jan-18,Unknown,Unknown,Original,4 min.,PG-13 - Teens 13 or older,5936,14251,1
38659,Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,7.54,"Action, Adventure, Comedy, Fantasy",慎重勇者 ～この勇者が俺TUEEEくせに慎重すぎる～,TV,12,"Oct 2, 2019 to Dec 27, 2019","AT-X, Kadokawa Media House, Kadokawa, Legs",White Fox,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,1463,376,1454
38663,Mushikago no Cagaster,6.57,"Action, Sci-Fi, Drama",虫籠のカガステル,ONA,12,6-Feb-20,Unknown,Studio Kai,Manga,28 min. per ep.,Unknown,5547,3534,51
38664,Final Fantasy XV: Episode Ardyn - Prologue,6.6,Action,FINAL FANTASY XV EPISODE ARDYN - PROLOGUE,ONA,1,17-Feb-19,Square Enix,Satelight,Game,13 min.,PG-13 - Teens 13 or older,5356,5606,7
38667,W'z Special,5.88,"Action, Music",ウィズ,Special,1,27-Feb-19,Unknown,GoHands,Original,24 min.,PG-13 - Teens 13 or older,8620,8810,1
38668,Dorohedoro,8.1,"Action, Comedy, Horror, Magic, Fantasy, Seinen",ドロヘドロ,TV,12,"Jan 13, 2020 to Mar 30, 2020","Shogakukan-Shueisha Productions, Mainichi Broadcasting System, Movic, TOHO animation, BS11, Shogakukan, Sumitomo, RAY, Pia",MAPPA,Manga,23 min. per ep.,R - 17+ (violence & profanity),410,550,3648
38669,Tsukiuta. The Animation 2,6.52,Music,ツキウタ. THE ANIMATION 2,TV,13,"Oct 7, 2020 to Dec 30, 2020",Unknown,Children's Playground Entertainment,Music,23 min. per ep.,PG-13 - Teens 13 or older,5810,6492,37
38670,Actors: Songs Connection,6.23,"Music, School",ACTORS -Songs Connection-,TV,12,"Oct 6, 2019 to Dec 22, 2019","Sotsu, Pony Canyon, AT-X, Nippon Television Network, Tokyo MX, JY Animation",Drive,Music,23 min. per ep.,PG-13 - Teens 13 or older,7185,4543,65
38671,Enen no Shouboutai,7.68,"Action, Supernatural, Shounen",炎炎ノ消防隊,TV,24,"Jul 6, 2019 to Dec 28, 2019","Mainichi Broadcasting System, Kodansha, bilibili, DMM pictures, DMM Music",David Production,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1075,130,5007
38672,Precure Miracle Universe Movie,6.29,"Action, Magic, Fantasy, Shoujo",映画プリキュアミラクルユニバース,Movie,1,16-Mar-19,Unknown,Toei Animation,Original,1 hr. 11 min.,PG - Children,6923,9329,1
38673,Mini Toji,6.14,"Action, Comedy, Fantasy",みにとじ,TV,10,"Jan 6, 2019 to Mar 17, 2019",Unknown,Project No.9,Original,5 min. per ep.,Unknown,7607,6396,5
38674,Higashi Asia Bunka Toshi 2019 Toshima,5.75,Slice of Life,東アジア文化都市2019豊島,ONA,1,6-Nov-18,Unknown,Unknown,Original,1 min.,G - All Ages,9002,13269,1
38676,Macross Δ Movie: Gekijou no Walküre Specials,Unknown,Comedy,げきじょうばんでるた小劇場,Special,2,28-Aug-18,Unknown,Satelight,Original,5 min. per ep.,PG-13 - Teens 13 or older,15340,11385,0
38677,Guomin Laogong Dai Huijia 4th Season,6.14,"Drama, Romance",国民老公带回家,ONA,12,"Oct 3, 2018 to Dec 12, 2018","Tencent Penguin Pictures, China Literature Limited",Wawayu Animation,Novel,12 min. per ep.,PG-13 - Teens 13 or older,7596,8578,34
38678,Kimi no Matsu Mirai (Basho) e,5.92,"Sci-Fi, Slice of Life",きみの待つ未来（ばしょ）へ,ONA,1,11-Nov-18,Unknown,Unknown,Original,15 min.,G - All Ages,8470,9958,0
38680,Fruits Basket 1st Season,8.2,"Comedy, Drama, Romance, Shoujo, Slice of Life, Supernatural",フルーツバスケット 1st season,TV,25,"Apr 6, 2019 to Sep 21, 2019","TV Tokyo, TV Osaka, Nihon Ad Systems, Hakusensha, Avex Pictures, TMS Music",TMS Entertainment,Manga,23 min. per ep.,PG-13 - Teens 13 or older,316,357,6490
38681,God Eater 3,6.43,"Action, Game, Music",GOD EATER 3,ONA,1,13-Nov-18,Unknown,ufotable,Game,1 min.,G - All Ages,6287,7168,4
38683,Ryuu ga Gotoku Online x Taka no Tsume,Unknown,"Comedy, Game, Parody",『龍が如く ONLINE』×「鷹の爪」,ONA,2,2-Nov-18,Unknown,DLE,Game,3 min. per ep.,G - All Ages,11771,14473,0
